date,date_dt,yy,mm,method,gross_ret,turnover_raw,turnover,turnover_portfolio,turnover_stock,cost,net_ret,wealth_gross,wealth_net,drawdown_net
19960930,1997-09-30,1997,9,AP-Trees rolling TC-aware (portfolio-level TC),0.03644045521335633,4.285373147304428e-06,4.285373147304428e-06,4.285373147304428e-06,,1.0713432868261069e-08,0.03644044449992346,1.8087626984285252,1.8087620444030137,-0.025388743293754512
19961031,1997-10-31,1997,10,AP-Trees rolling TC-aware (portfolio-level TC),-0.015142478347674494,3.907336419202434e-06,3.907336419202434e-06,3.907336419202434e-06,,9.768341048006085e-09,-0.015142488116015542,1.78137354843149,1.781372886640941,-0.04014678266616378
19961129,1997-11-30,1997,11,AP-Trees rolling TC-aware (portfolio-level TC),0.04024296412852901,3.86265528099991e-06,3.86265528099991e-06,3.86265528099991e-06,,9.656638202499777e-09,0.04024295447189081,1.8530613002405292,1.853060594615493,-0.0015194533413004363
19961231,1997-12-31,1997,12,AP-Trees rolling TC-aware (portfolio-level TC),-0.012886996805751958,3.940754382387307e-06,3.940754382387307e-06,3.940754382387307e-06,,9.851885955968267e-09,-0.012887006657637914,1.8291809051834669,1.8291801903956768,-0.01438687879361289
19970131,1998-01-31,1998,1,AP-Trees rolling TC-aware (portfolio-level TC),0.07672878467489988,3.063161072094228e-06,3.063161072094228e-06,3.063161072094228e-06,,7.65790268023557e-09,0.0767287770169972,1.9695317329887274,1.969530949348455,0.0
19970228,1998-02-28,1998,2,AP-Trees rolling TC-aware (portfolio-level TC),-0.0033999403499832903,3.1415169350137995e-06,3.1415169350137995e-06,3.1415169350137995e-06,,7.853792337534499e-09,-0.0033999482037756277,1.9628354425791665,1.962834646134937,-0.003399948203775649
19970331,1998-03-31,1998,3,AP-Trees rolling TC-aware (portfolio-level TC),-0.05017807220110135,3.3942622863977756e-06,3.3942622863977756e-06,3.3942622863977756e-06,,8.485655715994439e-09,-0.05017808068675706,1.8643441440225483,1.8643433708864159,-0.05340742601523296
19970430,1998-04-30,1998,4,AP-Trees rolling TC-aware (portfolio-level TC),-0.007002268144626087,3.2293437670811997e-06,3.2293437670811997e-06,3.2293437670811997e-06,,8.073359417703e-09,-0.007002276217985505,1.851289506412239,1.8512887236382989,-0.06003572868416818
19970530,1998-05-31,1998,5,AP-Trees rolling TC-aware (portfolio-level TC),0.07727374575478535,2.8975803327835337e-06,2.8975803327835337e-06,2.8975803327835337e-06,,7.243950831958835e-09,0.07727373851083452,1.9943455810492405,1.9943447243767816,0.0
19970630,1998-06-30,1998,6,AP-Trees rolling TC-aware (portfolio-level TC),0.03787710993578311,2.6112853266577196e-06,2.6112853266577196e-06,2.6112853266577196e-06,,6.528213316644299e-09,0.03787710340756979,2.0698856278725857,2.0698847257323423,0.0
19970731,1998-07-31,1998,7,AP-Trees rolling TC-aware (portfolio-level TC),0.062395511281431525,2.6848762281830862e-06,2.6848762281830862e-06,2.6848762281830862e-06,,6.7121905704577154e-09,0.06239550456924096,2.199037199917783,2.199036227594577,0.0
19970829,1998-08-31,1998,8,AP-Trees rolling TC-aware (portfolio-level TC),0.01473197552092603,2.2583489509946097e-06,2.2583489509946097e-06,2.2583489509946097e-06,,5.645872377486525e-09,0.014731969875053652,2.2314333621165776,2.231432363053652,0.0
19970930,1998-09-30,1998,9,AP-Trees rolling TC-aware (portfolio-level TC),0.08500225554595603,2.2565538945334973e-06,2.2565538945334973e-06,2.2565538945334973e-06,,5.641384736333743e-09,0.0850022499045713,2.4211102309969825,2.4211091344230864,0.0
19971031,1998-10-31,1998,10,AP-Trees rolling TC-aware (portfolio-level TC),-0.020648091275391314,2.1850698374847877e-06,2.1850698374847877e-06,2.1850698374847877e-06,,5.462674593711969e-09,-0.020648096738065908,2.371118925959573,2.3711178388021037,-0.02064809673806578
19971128,1998-11-30,1998,11,AP-Trees rolling TC-aware (portfolio-level TC),-0.013314800966759618,1.3859164572326e-06,1.3859164572326e-06,1.3859164572326e-06,,3.4647911430814998e-09,-0.013314804431550762,2.3395479493919047,2.3395468684942924,-0.03368797579966554
19971231,1998-12-31,1998,12,AP-Trees rolling TC-aware (portfolio-level TC),-0.021496127873461356,1.1831870977661862e-06,1.1831870977661862e-06,1.1831870977661862e-06,,2.957967744415466e-09,-0.0214961308314291,2.289256727505682,2.2892556629228786,-0.054459945495859086
